cycle,sim_time,jobs_finished,queue_len,util,jobs_running,cycle_ms,selected_policy,jobs_run,mcts_iterations
1,1701412267,0,1,1.0000,0,0.0028,LCFS,1,0
2,1701412355,0,1,0.6774,1,0.0015,LCFS,1,0
3,1701412420,0,1,0.3548,2,0.0012,LCFS,1,0
4,1701412809,1,0,0.3548,2,0.0009,NONE,0,0
5,1701412869,2,0,0.6774,1,0.0007,NONE,0,0
6,1701412927,3,0,1.0000,0,0.0006,NONE,0,0
7,1701417751,3,1,1.0000,0,0.0010,LCFS,1,0
8,1701419987,4,0,1.0000,0,0.0005,NONE,0,0
9,1701434555,4,1,1.0000,0,0.0008,LCFS,1,0
10,1701438308,4,1,0.9355,1,0.0011,LCFS,1,0
11,1701439220,5,0,0.9355,1,0.0006,NONE,0,0
12,1701439448,6,0,1.0000,0,0.0005,NONE,0,0
13,1701439797,6,1,1.0000,0,0.0009,LCFS,1,0
14,1701439830,6,1,0.9798,1,0.0009,LCFS,1,0
15,1701442523,7,0,0.9355,1,0.0006,NONE,0,0
16,1701443007,7,1,0.9355,1,0.0009,LCFS,1,0
17,1701445200,8,0,0.9798,1,0.0006,NONE,0,0
18,1701445622,8,1,0.9798,1,0.0009,LCFS,1,0
19,1701445624,8,1,0.9294,2,0.0010,LCFS,1,0
20,1701445626,8,1,0.8790,3,0.0010,LCFS,1,0
21,1701445628,8,1,0.8286,4,0.0015,LCFS,1,0
22,1701445631,8,1,0.7782,5,0.0013,LCFS,1,0
23,1701445633,8,1,0.7278,6,0.0010,LCFS,1,0
24,1701445635,8,1,0.6774,7,0.0012,LCFS,1,0
25,1701445637,8,1,0.6270,8,0.0012,LCFS,1,0
26,1701445639,8,1,0.5766,9,0.0010,LCFS,1,0
27,1701445642,8,1,0.5262,10,0.0010,LCFS,1,0
28,1701446414,8,1,0.4758,11,0.0010,LCFS,1,0
29,1701447169,8,1,0.1774,12,0.0039,LCFS,1,0
30,1701449418,8,1,0.1129,13,0.0015,LCFS,1,0
31,1701449432,9,0,0.1129,13,0.0008,NONE,0,0
32,1701450043,9,1,0.1129,13,0.0012,LCFS,1,0
33,1701450053,10,0,0.1129,13,0.0008,NONE,0,0
34,1701450207,11,0,0.1331,12,0.0007,NONE,0,0
35,1701451033,11,1,0.1331,12,0.0011,LCFS,1,0
36,1701451192,12,0,0.1331,12,0.0007,NONE,0,0
37,1701451776,12,1,0.1331,12,0.0010,LCFS,1,0
38,1701451786,13,0,0.1331,12,0.0007,NONE,0,0
39,1701452130,13,1,0.1331,12,0.0010,LCFS,1,0
40,1701452392,13,1,0.0020,13,0.0015,DRAIN,0,0
41,1701452467,14,1,0.1331,12,0.0011,LCFS,1,0
42,1701452822,15,0,0.1351,12,0.0007,NONE,0,0
43,1701452824,16,0,0.1855,11,0.0007,NONE,0,0
44,1701452826,17,0,0.2359,10,0.0007,NONE,0,0
45,1701452828,18,0,0.2863,9,0.0007,NONE,0,0
46,1701452831,19,0,0.3367,8,0.0007,NONE,0,0
47,1701452833,20,0,0.3871,7,0.0007,NONE,0,0
48,1701452835,21,0,0.4375,6,0.0007,NONE,0,0
49,1701452837,22,0,0.4879,5,0.0007,NONE,0,0
50,1701452839,23,0,0.5383,4,0.0006,NONE,0,0
51,1701452842,24,0,0.5887,3,0.0007,NONE,0,0
52,1701453075,24,1,0.5887,3,0.0010,LCFS,1,0
53,1701453085,25,0,0.5887,3,0.0006,NONE,0,0
54,1701453902,25,1,0.5887,3,0.0009,LCFS,1,0
55,1701454677,26,0,0.6331,3,0.0006,NONE,0,0
56,1701454960,26,1,0.6331,3,0.0015,LCFS,1,0
57,1701454970,27,0,0.6331,3,0.0006,NONE,0,0
58,1701455008,27,1,0.6331,3,0.0010,LCFS,1,0
59,1701455063,27,1,0.6129,4,0.0010,LCFS,1,0
60,1701455076,28,0,0.6129,4,0.0006,NONE,0,0
61,1701455590,28,1,0.6129,4,0.0010,LCFS,1,0
62,1701455601,29,0,0.6129,4,0.0006,NONE,0,0
63,1701455744,29,1,0.6129,4,0.0010,LCFS,1,0
64,1701455932,29,1,0.4516,5,0.0011,LCFS,1,0
65,1701456468,29,1,0.3871,6,0.0009,LCFS,1,0
66,1701457982,29,1,0.3669,7,0.0010,LCFS,1,0
67,1701459667,30,0,0.3609,7,0.0007,NONE,0,0
68,1701461102,31,0,0.3810,6,0.0007,NONE,0,0
69,1701461242,31,1,0.3810,6,0.0039,LCFS,1,0
70,1701461272,31,1,0.2520,7,0.0010,LCFS,1,0
71,1701461282,32,0,0.2520,7,0.0007,NONE,0,0
72,1701463103,32,1,0.2520,7,0.0010,LCFS,1,0
73,1701463110,32,1,0.1230,8,0.0011,DRAIN,0,0
74,1701464722,33,1,0.1875,7,0.0011,LCFS,1,0
75,1701465182,34,0,0.1129,7,0.0007,NONE,0,0
76,1701465808,35,0,0.1331,6,0.0007,NONE,0,0
77,1701467268,36,0,0.1532,5,0.0007,NONE,0,0
78,1701467597,36,1,0.1532,5,0.0010,LCFS,1,0
79,1701470885,36,1,0.1331,6,0.0009,LCFS,1,0
80,1701475018,36,1,0.0685,7,0.0009,LCFS,1,0
81,1701475869,37,0,0.1069,7,0.0007,NONE,0,0
82,1701475957,37,1,0.1069,7,0.0010,LCFS,1,0
83,1701477344,38,0,0.2359,7,0.0007,NONE,0,0
84,1701478397,39,0,0.2560,6,0.0007,NONE,0,0
85,1701478822,39,1,0.2560,6,0.0010,LCFS,1,0
86,1701478832,40,0,0.2560,6,0.0007,NONE,0,0
87,1701479206,40,1,0.2560,6,0.0035,LCFS,1,0
88,1701480082,40,1,0.2056,7,0.0010,LCFS,1,0
89,1701480676,41,0,0.2056,7,0.0007,NONE,0,0
90,1701481282,42,0,0.2379,6,0.0007,NONE,0,0
91,1701482842,43,0,0.3669,5,0.0007,NONE,0,0
92,1701484220,44,0,0.6653,4,0.0006,NONE,0,0
93,1701484703,45,0,0.7944,3,0.0006,NONE,0,0
94,1701485818,46,0,0.8206,2,0.0006,NONE,0,0
95,1701486322,47,0,0.9496,1,0.0006,NONE,0,0
96,1701488779,47,1,0.9496,1,0.0009,LCFS,1,0
97,1701493209,47,1,0.8851,2,0.0010,LCFS,1,0
98,1701493296,48,0,0.8851,2,0.0006,NONE,0,0
99,1701500806,49,0,0.9355,1,0.0005,NONE,0,0
100,1701504653,49,1,0.9355,1,0.0009,LCFS,1,0
101,1701504663,50,0,0.9355,1,0.0006,NONE,0,0
102,1701505972,50,1,0.9355,1,0.0010,LCFS,1,0
103,1701510379,51,0,0.7419,1,0.0006,NONE,0,0
104,1701516063,51,1,0.7419,1,0.0009,LCFS,1,0
105,1701516078,52,0,0.7419,1,0.0005,NONE,0,0
106,1701519569,52,1,0.7419,1,0.0009,LCFS,1,0
107,1701519580,53,0,0.7419,1,0.0006,NONE,0,0
108,1701520224,53,1,0.7419,1,0.0008,LCFS,1,0
109,1701520900,53,1,0.6613,2,0.0009,LCFS,1,0
110,1701520915,53,1,0.5323,3,0.0009,LCFS,1,0
111,1701520976,53,1,0.4032,4,0.0009,LCFS,1,0
112,1701521609,53,1,0.2742,5,0.0009,LCFS,1,0
113,1701521632,54,0,0.2742,5,0.0007,NONE,0,0
114,1701521635,54,1,0.2742,5,0.0010,DRAIN,0,0
115,1701521644,54,2,0.2742,5,0.0019,LCFS,1,0
116,1701521711,54,2,0.2460,6,0.0014,LCFS,1,0
117,1701522650,55,1,0.2984,6,0.0012,LCFS,1,0
118,1701526459,56,0,0.2984,6,0.0007,NONE,0,0
119,1701529054,56,1,0.2984,6,0.0010,DRAIN,0,0
120,1701529525,56,2,0.2984,6,0.0013,LCFS,1,0
121,1701529671,56,2,0.2339,7,0.0013,LCFS,1,0
122,1701529964,57,1,0.2339,7,0.0011,DRAIN,0,0
123,1701532444,58,1,0.2621,6,0.0010,DRAIN,0,0
124,1701532511,59,1,0.2903,5,0.0011,DRAIN,0,0
125,1701533855,59,2,0.2903,5,0.0013,LCFS,1,0
126,1701534061,59,2,0.1895,6,0.0012,LCFS,1,0
127,1701535736,59,2,0.1391,7,0.0012,LCFS,1,0
128,1701535786,59,2,0.1089,8,0.0013,LCFS,1,0
129,1701537435,59,2,0.0786,9,0.0015,LCFS,1,0
130,1701537721,60,1,0.0786,9,0.0011,DRAIN,0,0
131,1701538241,60,2,0.0786,9,0.0013,LCFS,1,0
132,1701539083,61,1,0.1573,9,0.0011,DRAIN,0,0
133,1701539364,62,2,0.2863,8,0.0013,LCFS,1,0
134,1701539364,62,1,0.1855,9,0.0010,DRAIN,0,0
135,1701539374,63,1,0.2863,8,0.0011,DRAIN,0,0
136,1701539423,64,1,0.4153,7,0.0011,LCFS,1,0
137,1701539810,64,1,0.0867,8,0.0011,LCFS,1,0
138,1701539859,64,1,0.0363,9,0.0011,DRAIN,0,0
139,1701540710,65,1,0.0867,8,0.0016,LCFS,1,0
140,1701541059,66,0,0.0867,8,0.0007,NONE,0,0
141,1701541133,66,1,0.0867,8,0.0051,DRAIN,0,0
142,1701541665,66,2,0.0867,8,0.0012,DRAIN,0,0
143,1701541977,66,3,0.0867,8,0.0012,DRAIN,0,0
144,1701542308,66,4,0.0867,8,0.0012,DRAIN,0,0
145,1701542650,66,5,0.0867,8,0.0016,LCFS,1,0
146,1701543233,66,5,0.0060,9,0.0013,DRAIN,0,0
147,1701543298,67,5,0.3347,8,0.0021,BACKFILL,1,0
148,1701544522,67,5,0.2440,9,0.0016,LCFS,1,0
149,1701544655,68,4,0.1331,9,0.0016,DRAIN,0,0
