cycle,root_branching_factor,selected_policy,possible_job_sets
1,1,FCFS,"|0|"
2,1,FCFS,"|1|"
3,0,NONE,""
4,0,NONE,""
5,1,FCFS,"|2|"
6,1,FCFS,"|3|"
7,0,NONE,""
8,0,NONE,""
9,1,FCFS,"|4|"
10,1,FCFS,"|5|"
11,1,FCFS,"|6|"
12,1,FCFS,"|7|"
13,1,FCFS,"|8|"
14,1,FCFS,"|9|"
15,0,NONE,""
16,1,FCFS,"|10|"
17,1,FCFS,"|11|"
18,0,NONE,""
19,0,NONE,""
20,0,NONE,""
21,1,FCFS,"|12|"
22,0,NONE,""
23,1,FCFS,"|13|"
24,0,NONE,""
25,1,FCFS,"|14|"
26,1,FCFS,"|15|"
27,0,NONE,""
28,0,NONE,""
29,0,NONE,""
30,1,FCFS,"|16|"
31,0,NONE,""
32,1,FCFS,"|17|"
33,0,NONE,""
34,1,FCFS,"|18|"
35,0,NONE,""
36,1,FCFS,"|19|"
37,1,FCFS,"|20|"
38,1,FCFS,"|21|"
39,1,FCFS,"|22|"
40,1,FCFS,"|23|"
41,1,NONE,"|NONE|"
42,1,NONE,"|NONE|"
43,1,NONE,"|NONE|"
44,1,NONE,"|NONE|"
45,1,MCTS,"|28|"
46,1,MCTS,"|29|"
47,1,NONE,"|NONE|"
48,2,MCTS,"|23|,|30|"
49,1,NONE,"|NONE|"
50,2,MCTS,"|NONE|,|30|"
51,1,NONE,"|NONE|"
52,1,NONE,"|NONE|"
53,1,NONE,"|NONE|"
54,1,NONE,"|NONE|"
55,1,NONE,"|NONE|"
56,1,NONE,"|NONE|"
57,1,NONE,"|NONE|"
58,2,MCTS,"|32,34|,|32,34,35,36|"
59,1,NONE,"|NONE|"
60,1,NONE,"|NONE|"
61,1,NONE,"|NONE|"
62,2,MCTS,"|NONE|,|31|"
63,1,NONE,"|NONE|"
64,1,NONE,"|NONE|"
65,1,MCTS,"|39|"
66,1,NONE,"|NONE|"
67,1,MCTS,"|40|"
68,1,NONE,"|NONE|"
69,1,NONE,"|NONE|"
70,2,DRAIN,"|NONE|,|41|"
71,2,DRAIN,"|NONE|,|41|"
72,2,MCTS,"|33|,|41|"
73,1,NONE,"|NONE|"
74,1,MCTS,"|41,42|"
75,1,NONE,"|NONE|"
76,1,NONE,"|NONE|"
77,1,MCTS,"|43|"
78,1,NONE,"|NONE|"
79,1,NONE,"|NONE|"
80,1,MCTS,"|44|"
81,1,NONE,"|NONE|"
82,1,NONE,"|NONE|"
83,1,MCTS,"|45|"
84,1,MCTS,"|46|"
85,1,NONE,"|NONE|"
86,1,NONE,"|NONE|"
87,1,MCTS,"|47|"
88,1,NONE,"|NONE|"
89,1,NONE,"|NONE|"
90,3,MCTS,"|24|,|27|,|38|"
91,4,MCTS,"|25|,|26|,|37|,|38|"
92,1,NONE,"|NONE|"
93,1,NONE,"|NONE|"
94,1,NONE,"|NONE|"
95,1,NONE,"|NONE|"
96,1,NONE,"|NONE|"
97,1,NONE,"|NONE|"
98,1,NONE,"|NONE|"
99,1,NONE,"|NONE|"
100,1,NONE,"|NONE|"
101,1,NONE,"|NONE|"
102,1,NONE,"|NONE|"
103,1,NONE,"|NONE|"
104,1,NONE,"|NONE|"
105,1,NONE,"|NONE|"
106,1,NONE,"|NONE|"
107,1,NONE,"|NONE|"
108,1,NONE,"|NONE|"
109,1,NONE,"|NONE|"
110,1,NONE,"|NONE|"
111,1,NONE,"|NONE|"
112,1,NONE,"|NONE|"
113,1,NONE,"|NONE|"
114,1,NONE,"|NONE|"
